,ds,cnp_fi,cnp_fi_pred,day,hour,diff
158,2021-12-11 14:00:00,11.85,11.734374046325684,11,14,0.11562595367431605
159,2021-12-11 15:00:00,11.99,11.833399772644043,11,15,0.15660022735595724
160,2021-12-11 16:00:00,12.06,11.896695137023926,11,16,0.16330486297607472
161,2021-12-11 17:00:00,12.07,11.929338455200195,11,17,0.14066154479980497
162,2021-12-11 18:00:00,11.81,11.8658447265625,11,18,0.0558447265624995
163,2021-12-11 19:00:00,11.63,11.73020076751709,11,19,0.10020076751708906
164,2021-12-11 20:00:00,11.24,11.584684371948242,11,20,0.344684371948242
165,2021-12-11 21:00:00,11.37,11.430203437805176,11,21,0.06020343780517656
166,2021-12-11 22:00:00,11.22,11.296235084533691,11,22,0.07623508453369077
167,2021-12-11 23:00:00,10.85,11.137397766113281,11,23,0.2873977661132816
0,2021-12-12 00:00:00,10.54,10.678839683532715,12,0,0.1388396835327157
1,2021-12-12 01:00:00,10.29,10.570340156555176,12,1,0.28034015655517663
2,2021-12-12 02:00:00,10.12,10.502850532531738,12,2,0.38285053253173906
3,2021-12-12 03:00:00,10.08,10.500218391418457,12,3,0.42021839141845696
4,2021-12-12 04:00:00,10.13,10.480807304382324,12,4,0.35080730438232344
5,2021-12-12 05:00:00,10.3,10.57925033569336,12,5,0.27925033569335866
6,2021-12-12 06:00:00,10.36,10.682099342346191,12,6,0.322099342346192
7,2021-12-12 07:00:00,10.67,10.826464653015137,12,7,0.1564646530151368
